timestamp,"date (UTC)","NO2 (ppb)","VOC (ppb)","pm 10 (ug/m3)","pm 2.5 (ug/m3)","NO2 (Plume AQI)","VOC (Plume AQI)","pm 10 (Plume AQI)","pm 2.5 (Plume AQI)","pm 1 (ug/m3)","pm 1 (Plume AQI)"
1668466479,"2022-11-14 22:54:39",17,82,56.594757,49.667458,16,7,61,99,25,62
1668466539,"2022-11-14 22:55:39",16,81,61.133984,51.638,15,6,69,102,26,65
1668466599,"2022-11-14 22:56:39",15,81,73.16785,72.16785,14,6,89,122,47,119
1668466659,"2022-11-14 22:57:39",16,81,63.524006,58.136387,15,6,73,108,32,81
1668466719,"2022-11-14 22:58:39",15,81,54.364307,53.364307,14,6,57,103,29,71
1668466779,"2022-11-14 22:59:39",15,0,,,14,0,0,0,,
1668467199,"2022-11-14 23:06:39",0,0,68.26773,67.26773,0,0,80,117,42,104
1668467259,"2022-11-14 23:07:39",14,81,60.783745,59.783745,13,6,68,110,35,88
1668467319,"2022-11-14 23:08:39",14,78,76.16911,75.16911,13,6,94,125,49,124
1668467379,"2022-11-14 23:09:39",14,79,68.13274,49.256554,13,6,80,99,22,56
1668467439,"2022-11-14 23:10:39",13,79,60.900623,59.900623,12,6,68,110,34,86
1668467499,"2022-11-14 23:11:39",13,81,91.8374,54.592247,13,6,107,105,27,68
1668467559,"2022-11-14 23:12:39",14,81,53.550232,51.360664,13,6,56,101,28,70
1668467619,"2022-11-14 23:13:39",15,81,52.873993,51.873993,14,6,55,102,29,73
1668467679,"2022-11-14 23:14:39",15,81,83.036415,52.82107,14,6,102,103,25,61
1668467739,"2022-11-14 23:15:39",15,81,51.203384,50.203384,14,6,52,100,25,63
1668467799,"2022-11-14 23:16:39",15,83,66.494835,47.77366,14,7,77,96,22,56
1668467859,"2022-11-14 23:17:39",14,81,54.942314,53.942314,13,6,58,104,29,72
1668467919,"2022-11-14 23:18:39",14,83,65.53852,53.94393,13,7,76,104,28,71
1668467979,"2022-11-14 23:19:39",15,82,69.78145,64.37568,14,7,83,114,39,97
1668468039,"2022-11-14 23:20:39",14,80,72.83267,58.57835,13,6,88,109,32,79
1668468099,"2022-11-14 23:21:39",14,81,57.17553,56.17553,13,6,62,106,32,79
1668468159,"2022-11-14 23:22:39",13,83,52.752155,49.602734,12,7,55,99,26,64
1668468219,"2022-11-14 23:23:39",15,81,99.761505,55.464996,14,6,112,105,27,69
1668468279,"2022-11-14 23:24:39",13,81,,63.770767,12,6,0,114,37,94
1668468459,"2022-11-14 23:27:39",14,81,61.040993,47.514458,13,6,68,95,22,56
1668468519,"2022-11-14 23:28:39",0,0,62.635056,,0,0,71,0,,
1668468637,"2022-11-14 23:30:37",13,80,,,12,6,0,0,,
1668468699,"2022-11-14 23:31:39",13,81,86.10428,44.650032,12,6,104,89,19,48
1668468759,"2022-11-14 23:32:39",13,80,64.146194,53.32984,13,6,74,103,28,70
1668468819,"2022-11-14 23:33:39",13,81,56.595314,48.130043,13,6,61,96,23,58
1668468879,"2022-11-14 23:34:39",13,81,64.62546,58.823315,12,6,74,109,33,84
1668468939,"2022-11-14 23:35:39",13,81,62.84407,61.84407,12,6,71,112,37,92
1668468999,"2022-11-14 23:36:39",13,81,88.92565,58.785446,12,6,106,109,31,78
1668469059,"2022-11-14 23:37:39",13,82,,,13,7,0,0,,
1668469239,"2022-11-14 23:40:39",0,0,65.5425,,0,0,76,0,,
1668469300,"2022-11-14 23:41:40",13,0,67.32272,56.353157,12,0,79,106,30,76
1668469360,"2022-11-14 23:42:40",13,84,57.528065,53.962215,12,7,63,104,28,70
1668469420,"2022-11-14 23:43:40",14,86,63.05189,53.154655,13,7,72,103,25,64
1668469480,"2022-11-14 23:44:40",13,84,90.92902,54.38066,12,7,107,104,26,66
1668469540,"2022-11-14 23:45:40",14,85,70.91437,51.684532,13,7,85,102,27,68
1668469600,"2022-11-14 23:46:40",14,85,77.56758,56.07238,13,7,96,106,29,71
1668469660,"2022-11-14 23:47:40",14,84,62.6958,61.6958,13,7,71,112,36,90
1668469720,"2022-11-14 23:48:40",13,84,71.12732,48.42714,12,7,85,97,22,56
1668469780,"2022-11-14 23:49:40",13,83,59.166233,58.166233,13,7,65,108,33,84
1668469840,"2022-11-14 23:50:40",13,83,109.590294,62.306206,13,7,118,112,34,86
1668469900,"2022-11-14 23:51:40",0,82,67.125984,57.828033,0,7,79,108,33,82
1668469960,"2022-11-14 23:52:40",12,83,76.501175,61.832474,12,7,94,112,36,91
1668470020,"2022-11-14 23:53:40",13,84,86.97272,45.15258,12,7,104,90,18,45
1668470080,"2022-11-14 23:54:40",13,82,66.658676,54.341248,12,7,78,104,27,68
1668470140,"2022-11-14 23:55:40",12,83,88.93866,64.76445,11,7,106,115,37,94
1668470200,"2022-11-14 23:56:40",13,84,79.43387,58.555645,12,7,99,109,31,79
1668470260,"2022-11-14 23:57:40",13,83,80.81754,58.714405,12,7,101,109,32,80
1668470320,"2022-11-14 23:58:40",12,82,77.189606,71.46743,11,7,95,121,43,108
1668470380,"2022-11-14 23:59:40",13,81,53.46326,52.46326,12,6,56,102,28,70
1668470440,"2022-11-15 00:00:40",13,82,64.93917,46.857395,12,7,75,94,20,51
1668470500,"2022-11-15 00:01:40",0,81,69.64155,57.47651,0,6,83,107,31,77
1668470560,"2022-11-15 00:02:40",12,82,50.23465,49.23465,11,7,50,98,24,61
1668470620,"2022-11-15 00:03:40",12,81,69.98239,64.17854,11,6,83,114,38,94
1668470680,"2022-11-15 00:04:40",12,81,68.69643,53.024406,12,6,81,103,29,73
1668470740,"2022-11-15 00:05:40",14,83,75.98959,55.962166,13,7,93,106,31,77
1668470800,"2022-11-15 00:06:40",15,84,59.697903,57.610527,14,7,66,108,32,80
1668470860,"2022-11-15 00:07:40",14,86,82.333084,61.615074,13,7,101,112,35,87
1668470920,"2022-11-15 00:08:40",14,85,47.74572,46.74572,13,7,48,93,22,56
1668470980,"2022-11-15 00:09:40",15,85,84.914635,54.66342,14,7,103,105,30,75
1668471040,"2022-11-15 00:10:40",15,86,61.951794,43.495094,14,7,70,87,19,48
1668471100,"2022-11-15 00:11:40",0,87,99.66255,50.749245,0,7,112,101,23,57
1668471160,"2022-11-15 00:12:40",13,89,,,12,7,0,0,,
1668471220,"2022-11-15 00:13:40",13,88,56.047333,44.520546,12,7,60,89,20,50
1668471280,"2022-11-15 00:14:40",13,88,83.39502,51.0991,12,7,102,101,27,67
1668471340,"2022-11-15 00:15:40",13,90,66.6707,42.094475,12,7,78,84,18,46
1668471400,"2022-11-15 00:16:40",13,90,69.913185,53.89608,12,7,83,104,30,74
1668471460,"2022-11-15 00:17:40",13,0,64.68264,53.29264,12,0,74,103,29,73
1668471520,"2022-11-15 00:18:40",13,93,211.68379,48.151596,12,7,182,96,17,42
1668471580,"2022-11-15 00:19:40",12,92,139.2711,49.199787,11,7,137,98,20,51
1668471640,"2022-11-15 00:20:40",11,92,110.40236,55.315983,11,7,119,105,28,69
1668471700,"2022-11-15 00:21:40",0,94,137.07274,49.59631,0,8,136,99,22,55
1668471760,"2022-11-15 00:22:40",11,94,78.65961,57.107033,11,8,98,107,32,81
1668471820,"2022-11-15 00:23:40",11,96,105.372696,52.61582,11,8,116,103,26,64
1668471880,"2022-11-15 00:24:40",11,98,126.80474,45.915283,11,8,129,92,20,49
1668471940,"2022-11-15 00:25:40",11,97,51.805943,38.291973,10,8,53,77,17,43
1668472000,"2022-11-15 00:26:40",11,98,64.50774,40.80712,10,8,74,82,18,45
1668472060,"2022-11-15 00:27:40",11,100,89.42688,51.423267,10,8,106,101,25,63
1668472120,"2022-11-15 00:28:40",10,101,64.82936,47.914368,10,8,75,96,23,58
1668472180,"2022-11-15 00:29:40",10,102,68.15674,53.4122,10,8,80,103,27,68
1668472240,"2022-11-15 00:30:40",10,103,102.89928,45.069336,10,8,114,90,21,52
1668472300,"2022-11-15 00:31:40",0,101,134.15918,49.722466,0,8,134,99,25,63
1668472360,"2022-11-15 00:32:40",10,104,95.73869,39.724228,10,8,110,79,17,42
1668472420,"2022-11-15 00:33:40",10,104,47.328293,46.328293,10,8,47,93,25,62
1668472480,"2022-11-15 00:34:40",11,103,58.338486,48.0411,10,8,64,96,24,60
1668472540,"2022-11-15 00:35:40",10,101,64.009315,50.670914,10,8,73,101,25,63
1668472600,"2022-11-15 00:36:40",11,102,71.643364,58.55229,10,8,86,109,36,89
1668472660,"2022-11-15 00:37:40",12,101,69.337685,54.04806,11,8,82,104,29,72
1668472720,"2022-11-15 00:38:40",11,100,83.41631,53.53286,11,8,102,104,27,68
1668472780,"2022-11-15 00:39:40",12,102,56.447624,41.88941,11,8,61,84,17,42
1668472840,"2022-11-15 00:40:40",11,101,80.638626,51.2078,11,8,100,101,24,61
1668472900,"2022-11-15 00:41:40",11,99,109.934525,59.46415,11,8,119,109,32,80
1668472960,"2022-11-15 00:42:40",11,99,84.975105,56.58853,10,8,103,107,30,74
1668473020,"2022-11-15 00:43:40",11,100,82.331154,60.389664,11,8,101,110,33,82
1668473080,"2022-11-15 00:44:40",12,98,78.527664,49.33463,11,8,98,99,23,58
1668473140,"2022-11-15 00:45:40",12,99,150.10535,46.117836,11,8,144,92,18,44
1668473200,"2022-11-15 00:46:40",12,99,71.30025,64.5832,11,8,86,115,38,95
1668473260,"2022-11-15 00:47:40",12,96,84.29093,60.77336,11,8,103,111,34,85
1668473320,"2022-11-15 00:48:40",12,95,80.43559,53.353874,12,8,100,103,27,68
1668473380,"2022-11-15 00:49:40",12,97,127.28473,50.683807,12,8,130,101,23,57
1668473440,"2022-11-15 00:50:40",12,96,99.86992,54.194473,12,8,112,104,26,66
1668473500,"2022-11-15 00:51:40",12,95,47.145477,46.145477,12,8,47,92,27,67
1668473560,"2022-11-15 00:52:40",12,95,52.771835,51.49479,11,8,55,101,28,69
1668473620,"2022-11-15 00:53:40",12,94,70.24658,47.758583,12,8,84,96,23,59
1668473680,"2022-11-15 00:54:40",12,94,71.48172,55.022285,12,8,86,105,31,79
1668473740,"2022-11-15 00:55:40",12,94,78.18964,55.491165,12,8,97,105,29,73
1668473800,"2022-11-15 00:56:40",12,95,57.654327,54.019028,12,8,63,104,31,77
1668473860,"2022-11-15 00:57:40",13,92,95.391785,58.247612,12,7,110,108,33,81
1668473920,"2022-11-15 00:58:40",13,94,93.72751,38.566776,12,8,109,77,14,35
1668473980,"2022-11-15 00:59:40",13,94,95.2409,52.087284,12,8,110,102,25,63
1668474040,"2022-11-15 01:00:40",13,93,107.93399,52.472023,12,7,117,102,24,60
1668474100,"2022-11-15 01:01:40",13,93,47.435745,40.10941,12,7,47,80,21,51
1668474160,"2022-11-15 01:02:40",13,92,60.449226,50.83698,12,7,67,101,29,72
1668474220,"2022-11-15 01:03:40",12,89,59.070766,48.15371,12,7,65,96,26,65
1668474280,"2022-11-15 01:04:40",12,91,70.28752,55.483383,12,7,84,105,34,84
1668474340,"2022-11-15 01:05:40",13,90,92.562706,51.584724,13,7,108,102,26,64
1668474400,"2022-11-15 01:06:40",12,90,63.601162,44.36538,12,7,73,89,21,53
1668474460,"2022-11-15 01:07:40",13,91,76.078766,54.39832,12,7,93,104,28,70
1668474520,"2022-11-15 01:08:40",13,90,71.17413,51.79355,12,7,85,102,27,67
1668474580,"2022-11-15 01:09:40",13,88,55.447887,50.778465,12,7,59,101,27,68
1668474640,"2022-11-15 01:10:40",13,90,72.669556,46.094536,12,7,88,92,22,54
1668474700,"2022-11-15 01:11:40",13,89,62.22283,46.380173,12,7,70,93,24,59
1668474760,"2022-11-15 01:12:40",14,89,64.64861,54.235123,13,7,74,104,30,75
1668474820,"2022-11-15 01:13:40",13,90,104.92298,46.596386,12,7,116,93,23,57
1668474880,"2022-11-15 01:14:40",12,87,60.91474,59.91474,11,7,68,110,36,89
1668474940,"2022-11-15 01:15:40",12,89,73.759926,55.737804,11,7,90,106,32,79
1668475000,"2022-11-15 01:16:40",11,86,110.96287,48.583794,11,7,119,97,22,56
1668475060,"2022-11-15 01:17:40",11,89,72.86851,47.72841,11,7,88,95,22,56
1668475120,"2022-11-15 01:18:40",12,86,69.96226,55.387276,12,7,83,105,30,75
1668475180,"2022-11-15 01:19:40",11,86,67.66538,42.779793,11,7,79,86,18,45
1668475240,"2022-11-15 01:20:40",13,85,88.46653,58.4775,12,7,105,108,32,80
1668475300,"2022-11-15 01:21:40",12,87,60.68521,48.23906,11,7,68,96,25,61
1668475360,"2022-11-15 01:22:40",12,87,70.26122,47.530075,11,7,84,95,23,59
1668475420,"2022-11-15 01:23:40",12,87,70.721,47.184208,11,7,85,94,21,52
1668475480,"2022-11-15 01:24:40",12,84,122.19501,49.63703,11,7,126,99,22,54
1668475540,"2022-11-15 01:25:40",12,86,67.66472,50.09079,12,7,79,100,26,66
1668475600,"2022-11-15 01:26:40",11,86,72.26562,52.31309,11,7,87,102,25,62
1668475660,"2022-11-15 01:27:40",12,87,64.89229,60.086845,11,7,75,110,35,87
1668475720,"2022-11-15 01:28:40",13,86,73.084175,53.84043,12,7,88,104,29,72
1668475780,"2022-11-15 01:29:40",14,86,74.94292,59.883224,13,7,92,110,34,85
1668475840,"2022-11-15 01:30:40",12,88,58.90332,38.62364,11,7,65,77,17,42
1668475900,"2022-11-15 01:31:40",13,88,89.98329,58.30992,12,7,106,108,30,75
1668475960,"2022-11-15 01:32:40",13,88,90.52116,47.937714,12,7,107,96,21,53
1668476021,"2022-11-15 01:33:41",12,91,89.676346,34.937614,11,7,106,70,15,38
1668476081,"2022-11-15 01:34:41",5,113,174.60663,26.696861,5,9,159,53,12,30
1668476141,"2022-11-15 01:35:41",2,126,65.858284,42.422546,2,10,76,85,21,54
1668476201,"2022-11-15 01:36:41",0,127,137.60191,39.50231,0,10,136,79,16,41
1668476261,"2022-11-15 01:37:41",0,134,,33.665184,0,11,0,67,14,35
1668476321,"2022-11-15 01:38:41",0,140,176.09927,38.995804,0,11,160,78,11,27
1668476381,"2022-11-15 01:39:41",0,142,58.16897,43.45048,0,11,64,87,23,57
1668476441,"2022-11-15 01:40:41",0,151,107.64197,39.194103,0,12,117,78,16,40
1668476501,"2022-11-15 01:41:41",0,154,191.46672,43.10904,0,12,170,86,16,41
1668476561,"2022-11-15 01:42:41",0,162,113.2284,50.819668,0,13,121,101,30,75
1668476621,"2022-11-15 01:43:41",0,167,69.002365,40.402653,0,13,82,81,22,54
1668476681,"2022-11-15 01:44:41",0,169,140.04568,47.72051,0,14,138,95,25,62
1668476741,"2022-11-15 01:45:41",0,175,145.80304,38.935135,0,14,141,78,16,39
1668476801,"2022-11-15 01:46:41",0,174,103.506424,26.389698,0,14,115,53,11,29
1668476861,"2022-11-15 01:47:41",0,177,134.73776,48.53476,0,14,134,97,26,64
1668476921,"2022-11-15 01:48:41",0,178,117.972244,27.366436,0,14,124,55,6,16
1668476981,"2022-11-15 01:49:41",0,185,80.639084,38.964203,0,15,100,78,22,55
1668477041,"2022-11-15 01:50:41",0,190,91.95509,36.16791,0,15,107,72,17,42
1668477101,"2022-11-15 01:51:41",0,194,76.82644,40.281662,0,16,95,81,20,51
1668477161,"2022-11-15 01:52:41",0,193,,,0,15,0,0,,
1668477341,"2022-11-15 01:55:41",0,201,157.45667,41.86889,0,16,148,84,17,42
1668477401,"2022-11-15 01:56:41",0,199,83.06128,45.569374,0,16,102,91,21,52
1668477461,"2022-11-15 01:57:41",0,203,59.646782,41.431335,0,16,66,83,24,59
1668477521,"2022-11-15 01:58:41",0,204,139.0134,38.684555,0,16,137,77,16,39
1668477581,"2022-11-15 01:59:41",0,206,,,0,16,0,0,,
1668478001,"2022-11-15 02:06:41",0,212,94.30855,37.96336,0,17,109,76,17,44
1668478061,"2022-11-15 02:07:41",0,209,168.12866,35.345154,0,17,155,71,8,20
1668478121,"2022-11-15 02:08:41",0,207,114.4036,34.254776,0,17,122,69,16,41
1668478181,"2022-11-15 02:09:41",0,206,141.8077,31.346558,0,16,139,63,10,24
1668478241,"2022-11-15 02:10:41",0,207,141.16957,36.904514,0,17,138,74,15,38
1668478301,"2022-11-15 02:11:41",0,209,154.47902,39.268345,0,17,147,79,18,45
1668478361,"2022-11-15 02:12:41",0,208,163.7382,35.998085,0,17,152,72,15,37
1668478421,"2022-11-15 02:13:41",0,207,232.98105,34.50834,0,17,196,69,8,21
1668478481,"2022-11-15 02:14:41",0,212,140.51872,34.233967,0,17,138,68,16,40
1668478541,"2022-11-15 02:15:41",0,210,113.64195,43.84906,0,17,121,88,22,54
1668478601,"2022-11-15 02:16:41",0,207,138.48218,37.240376,0,17,137,74,17,42
1668478661,"2022-11-15 02:17:41",0,210,144.87769,40.579056,0,17,141,81,18,46
1668478721,"2022-11-15 02:18:41",0,210,129.32382,42.107048,0,17,131,84,21,53
1668478781,"2022-11-15 02:19:41",0,212,126.49002,30.181198,0,17,129,60,12,31
1668478841,"2022-11-15 02:20:41",0,207,147.11934,42.681705,0,17,142,85,20,50
1668478901,"2022-11-15 02:21:41",0,208,124.12601,27.925663,0,17,128,56,13,32
1668478961,"2022-11-15 02:22:41",0,209,150.86678,37.464336,0,17,144,75,16,40
1668479321,"2022-11-15 02:28:41",0,0,83.600555,47.335278,0,0,102,95,25,62
1668479381,"2022-11-15 02:29:41",0,201,70.45585,56.271988,0,16,84,106,31,78
1668479441,"2022-11-15 02:30:41",0,197,86.302536,49.242584,0,16,104,98,26,65
1668479501,"2022-11-15 02:31:41",0,195,113.926636,36.413605,0,16,121,73,16,40
1668479561,"2022-11-15 02:32:41",0,190,121.15651,43.707603,0,15,126,87,19,47
1668479621,"2022-11-15 02:33:41",0,193,94.62991,52.46856,0,15,109,102,29,72
1668479681,"2022-11-15 02:34:41",0,187,,,0,15,0,0,,
1668479741,"2022-11-15 02:35:41",0,185,151.2532,36.763783,0,15,145,74,14,34
1668479801,"2022-11-15 02:36:41",0,185,124.64603,40.69229,0,15,128,81,18,46
1668479861,"2022-11-15 02:37:41",0,181,123.903854,42.726025,0,14,127,85,17,43
1668479921,"2022-11-15 02:38:41",0,180,140.70967,47.73095,0,14,138,95,21,52
1668479981,"2022-11-15 02:39:41",0,0,120.569305,38.640285,0,0,125,77,16,41
1668479987,"2022-11-15 02:39:47",0,0,,,0,0,0,0,,
1668480047,"2022-11-15 02:40:47",0,179,146.72859,44.58233,0,14,142,89,21,52
1668480107,"2022-11-15 02:41:47",0,176,147.70602,39.02797,0,14,142,78,14,34
1668480227,"2022-11-15 02:43:47",2,0,,,2,0,0,0,,
1668480407,"2022-11-15 02:46:47",3,157,98.83046,48.86013,3,13,112,98,24,59
1668480467,"2022-11-15 02:47:47",0,0,3,2,0,0,3,4,1,3
1668480647,"2022-11-15 02:50:47",5,148,162.60196,38.128258,5,12,152,76,13,32
1668480707,"2022-11-15 02:51:47",5,0,,,5,0,0,0,,
1668480767,"2022-11-15 02:52:47",0,144,55.92961,38.86329,0,12,60,78,19,46
1668480827,"2022-11-15 02:53:47",8,0,90.49242,36.70513,7,0,107,73,,
1668480887,"2022-11-15 02:54:47",8,141,102.894295,37.662476,7,11,114,75,17,43
1668480947,"2022-11-15 02:55:47",8,141,137.15718,44.106552,7,11,136,88,21,52
1668481007,"2022-11-15 02:56:47",8,139,149.98112,35.02599,7,11,144,70,13,32
1668481067,"2022-11-15 02:57:47",9,137,,,8,11,0,0,,
1668481127,"2022-11-15 02:58:47",9,135,113.03864,39.61982,8,11,121,79,18,44
1668481187,"2022-11-15 02:59:47",9,137,155.0037,35.025764,8,11,147,70,10,26
1668481247,"2022-11-15 03:00:47",9,133,107.54053,39.064575,8,11,117,78,18,44
1668481308,"2022-11-15 03:01:48",9,133,77.60462,46.775406,8,11,96,94,26,65
1668481368,"2022-11-15 03:02:48",9,131,102.33015,40.523624,8,10,114,81,18,46
1668481428,"2022-11-15 03:03:48",9,134,98.869095,31.404339,8,11,112,63,13,33
1668481488,"2022-11-15 03:04:48",10,132,72.09235,43.7799,9,11,87,88,23,58
1668481548,"2022-11-15 03:05:48",10,134,128.83505,52.069492,9,11,131,102,29,72
1668481608,"2022-11-15 03:06:48",9,136,149.6792,40.67772,8,11,144,81,17,44
1668481668,"2022-11-15 03:07:48",9,138,128.31978,47.227974,8,11,130,94,22,55
1668481728,"2022-11-15 03:08:48",9,137,198.78743,35.13422,9,11,174,70,10,26
1668481788,"2022-11-15 03:09:48",9,138,76.12642,47.08686,9,11,94,94,27,67
1668481848,"2022-11-15 03:10:48",9,141,132.84636,28.136904,8,11,133,56,7,17
1668481908,"2022-11-15 03:11:48",9,141,141.27202,39.46453,8,11,138,79,18,44
1668481968,"2022-11-15 03:12:48",8,144,149.46329,38.45598,8,12,143,77,15,37
1668482028,"2022-11-15 03:13:48",7,143,119.63851,38.889595,7,11,125,78,20,49
1668482088,"2022-11-15 03:14:48",6,444,110.08229,37.47215,6,34,119,75,15,37
1668482148,"2022-11-15 03:15:48",0,3711,131.46191,39.753067,0,127,132,80,14,34
1668482208,"2022-11-15 03:16:48",6,538,139.02722,33.604527,6,41,137,67,19,47
1668482268,"2022-11-15 03:17:48",4,545,3,2,4,42,3,4,1,3
1668482328,"2022-11-15 03:18:48",0,1481,3,2,0,79,3,4,1,3
1668482388,"2022-11-15 03:19:48",0,1887,184.07921,33.51779,0,93,165,67,17,44
1668482807,"2022-11-15 03:26:47",0,1491,88.23411,14.67366,0,79,105,29,8,20
1668482867,"2022-11-15 03:27:47",0,1387,,,0,75,0,0,,
1668483226,"2022-11-15 03:33:46",0,193,165.11884,36.74224,0,15,153,73,13,34
1668483286,"2022-11-15 03:34:46",0,290,160.98607,28.487753,0,23,151,57,14,34
1668483346,"2022-11-15 03:35:46",0,308,133.54199,27.257965,0,24,133,55,16,39
1668483406,"2022-11-15 03:36:46",0,302,159.8797,26.646914,0,24,150,53,14,34
1668483466,"2022-11-15 03:37:46",0,0,,,0,0,0,0,,
1668483647,"2022-11-15 03:40:47",0,214,131.3169,26.34372,0,17,132,53,15,38
1668483706,"2022-11-15 03:41:46",0,198,131.81937,27.407127,0,16,132,55,16,41
1668483766,"2022-11-15 03:42:46",1,189,219.13298,27.72453,1,15,187,55,11,27
1668483826,"2022-11-15 03:43:46",4,177,184.42299,18.992556,4,14,165,38,4,10
1668483886,"2022-11-15 03:44:46",0,167,,28.533157,0,13,0,57,18,45
1668484845,"2022-11-15 04:00:45",0,88,151.29897,30.790844,0,7,145,62,18,46
1668484905,"2022-11-15 04:01:45",0,84,176.85399,29.248123,0,7,161,58,15,38
1668484965,"2022-11-15 04:02:45",22,83,,,21,7,0,0,,
1668485025,"2022-11-15 04:03:45",21,81,,,20,6,0,0,13,32
1668485565,"2022-11-15 04:12:45",0,0,187.77655,26.141842,0,0,167,52,10,24
1668485625,"2022-11-15 04:13:45",23,34,139.01736,19.751276,22,3,137,40,10,24
1668485685,"2022-11-15 04:14:45",25,29,41.961845,16.010582,26,2,42,32,10,26
1668485745,"2022-11-15 04:15:45",27,31,100.928314,19.48338,29,2,113,39,11,28
1668485805,"2022-11-15 04:16:45",31,35,146.07845,38.14208,33,3,141,76,23,57
1668485865,"2022-11-15 04:17:45",33,24,153.7775,28.167393,36,2,146,56,16,39
1668485925,"2022-11-15 04:18:45",35,31,124.0736,36.470795,40,2,128,73,21,52
1668485985,"2022-11-15 04:19:45",38,27,102.59418,34.06459,44,2,114,68,21,51
1668486045,"2022-11-15 04:20:45",40,29,172.58067,25.239956,47,2,158,50,11,28
1668486105,"2022-11-15 04:21:45",43,33,101.41283,25.967522,50,3,113,52,15,37
1668486165,"2022-11-15 04:22:45",45,34,184.8635,38.877197,52,3,166,78,22,55
1668486225,"2022-11-15 04:23:45",46,0,,,52,0,0,0,,
1668486285,"2022-11-15 04:24:45",48,29,233.36224,39.17285,54,2,196,78,12,31
1668486345,"2022-11-15 04:25:45",49,28,41.401,13.445816,55,2,41,27,10,25
1668486405,"2022-11-15 04:26:45",49,25,182.7798,26.351002,55,2,164,53,12,29
1668486465,"2022-11-15 04:27:45",51,24,3,2,57,2,3,4,1,3
1668486525,"2022-11-15 04:28:45",51,35,140.22556,24.136225,57,3,138,48,12,30
1668486585,"2022-11-15 04:29:45",51,39,3,2,57,3,3,4,1,3
1668486645,"2022-11-15 04:30:45",51,37,175.62514,35.081116,56,3,160,70,20,49
1668486705,"2022-11-15 04:31:45",51,38,133.99576,23.124,56,3,134,46,11,28
1668486765,"2022-11-15 04:32:45",51,37,3,2,57,3,3,4,1,3
1668486825,"2022-11-15 04:33:45",51,43,140.91533,30.985378,56,3,138,62,18,45
1668486885,"2022-11-15 04:34:45",50,41,56.453552,20.88759,55,3,61,42,11,27
1668486945,"2022-11-15 04:35:45",0,32,3,2,0,3,3,4,1,3
1668487005,"2022-11-15 04:36:45",52,31,157.69553,33.799732,57,2,149,68,19,48
1668487065,"2022-11-15 04:37:45",53,29,86.12215,23.020405,58,2,104,46,13,33
1668487125,"2022-11-15 04:38:45",53,30,60.80387,20.991314,58,2,68,42,11,27
1668487185,"2022-11-15 04:39:45",54,24,156.66179,25.569351,59,2,148,51,12,29
1668487245,"2022-11-15 04:40:45",54,28,167.03078,25.954992,59,2,154,52,12,30
1668487305,"2022-11-15 04:41:45",55,29,196.8225,27.395538,60,2,173,55,11,28
1668487365,"2022-11-15 04:42:45",55,31,109.75396,26.270983,60,2,119,53,16,39
1668487425,"2022-11-15 04:43:45",54,31,158.0905,29.69186,59,2,149,59,15,38
1668487485,"2022-11-15 04:44:45",54,28,165.6571,20.790401,59,2,154,42,8,20
1668487545,"2022-11-15 04:45:45",0,35,140.832,27.570648,0,3,138,55,14,35
1668487605,"2022-11-15 04:46:45",52,35,140.74324,26.011356,58,3,138,52,14,35
1668487665,"2022-11-15 04:47:45",53,28,225.08426,29.63043,58,2,191,59,7,19
1668487725,"2022-11-15 04:48:45",54,27,188.38039,20.143753,59,2,168,40,5,11
1668487785,"2022-11-15 04:49:45",53,23,154.24438,23.658258,58,2,146,47,11,27
1668487845,"2022-11-15 04:50:45",54,29,109.65071,30.898718,59,2,119,62,17,42
1668487905,"2022-11-15 04:51:45",54,39,144.1139,32.55213,59,3,140,65,19,48
1668487965,"2022-11-15 04:52:45",56,44,121.2128,30.41158,60,4,126,61,17,42
1668488025,"2022-11-15 04:53:45",56,46,96.402374,20.909504,61,4,110,42,11,28
1668488085,"2022-11-15 04:54:45",57,37,198.64693,29.637325,61,3,174,59,14,35
1668488145,"2022-11-15 04:55:45",0,27,74.49401,24.780256,0,2,91,50,15,37
1668488205,"2022-11-15 04:56:45",58,27,,,62,2,0,0,,
1668488265,"2022-11-15 04:57:45",58,26,3,2,62,2,3,4,1,3
1668488325,"2022-11-15 04:58:45",58,32,3,2,62,3,3,4,1,3
1668488385,"2022-11-15 04:59:45",59,28,3,2,63,2,3,4,1,3
1668488445,"2022-11-15 05:00:45",59,31,3,2,63,2,3,4,1,3
1668488505,"2022-11-15 05:01:45",58,0,3,2,62,0,3,4,1,3
1668488565,"2022-11-15 05:02:45",57,34,3,2,62,3,3,4,1,3
1668488625,"2022-11-15 05:03:45",57,35,132.33707,106.45832,62,3,133,156,70,42
1668488685,"2022-11-15 05:04:45",0,27,3,2,0,2,3,4,1,3
1668488745,"2022-11-15 05:05:45",0,26,127.42836,33.519108,0,2,130,67,19,48
1668488805,"2022-11-15 05:06:45",57,31,52.067146,21.09621,62,2,53,42,14,35
1668488865,"2022-11-15 05:07:45",57,30,138.35263,29.628025,62,2,136,59,16,40
1668488925,"2022-11-15 05:08:45",59,25,3,2,63,2,3,4,1,3
1668488985,"2022-11-15 05:09:45",59,30,110.046875,33.788242,63,2,119,68,22,54
1668489045,"2022-11-15 05:10:45",55,43,198.90175,28.42799,60,3,174,57,9,24
1668489105,"2022-11-15 05:11:45",55,35,149.53775,32.2698,59,3,143,65,19,48
