timestamp,date,latitude,longitude
1667329238,"2022-11-01 19:00:38",46.74704,-117.149544
1667329242,"2022-11-01 19:00:42",46.747051,-117.14955
1667329249,"2022-11-01 19:00:49",46.747075,-117.149586
1667329254,"2022-11-01 19:00:54",46.747079,-117.149608
1667329263,"2022-11-01 19:01:03",46.747089,-117.149576
1667329271,"2022-11-01 19:01:11",46.747074,-117.149611
1667329274,"2022-11-01 19:01:14",46.747074,-117.149611
1667329276,"2022-11-01 19:01:16",46.747074,-117.149611
1667329280,"2022-11-01 19:01:20",46.747074,-117.149611
1667329301,"2022-11-01 19:01:41",46.747074,-117.149611
1667329304,"2022-11-01 19:01:44",46.746976,-117.149518
1667329450,"2022-11-01 19:04:10",46.747567,-117.149744
1667329451,"2022-11-01 19:04:11",46.747102,-117.14943
1667329453,"2022-11-01 19:04:13",46.747102,-117.14943
1667329457,"2022-11-01 19:04:17",46.747045,-117.149556
1667329462,"2022-11-01 19:04:22",46.747045,-117.149556
1667329463,"2022-11-01 19:04:23",46.747045,-117.149556
1667329464,"2022-11-01 19:04:24",46.747045,-117.149556
1667329469,"2022-11-01 19:04:29",46.747045,-117.149556
1667329472,"2022-11-01 19:04:32",46.747045,-117.149556
1667329477,"2022-11-01 19:04:37",46.747045,-117.149556
1667329481,"2022-11-01 19:04:41",46.747045,-117.149556
1667329487,"2022-11-01 19:04:47",46.747045,-117.149578
1667329494,"2022-11-01 19:04:54",46.747044,-117.149565
1667329499,"2022-11-01 19:04:59",46.747064,-117.149568
1667329501,"2022-11-01 19:05:01",46.747073,-117.14957
1667329502,"2022-11-01 19:05:02",46.747074,-117.149574
1667329507,"2022-11-01 19:05:07",46.74708,-117.149577
1667329544,"2022-11-01 19:05:44",46.74707,-117.149549
1667329552,"2022-11-01 19:05:52",46.74707,-117.149549
1667329586,"2022-11-01 19:06:26",46.747083,-117.149583
1667329596,"2022-11-01 19:06:36",46.747083,-117.149583
1667329601,"2022-11-01 19:06:41",46.747051,-117.149512
1667329602,"2022-11-01 19:06:42",46.747074,-117.149556
1667329605,"2022-11-01 19:06:45",46.747074,-117.149556
1667329610,"2022-11-01 19:06:50",46.747074,-117.149556
1667329612,"2022-11-01 19:06:52",46.747074,-117.149556
1667329620,"2022-11-01 19:07:00",46.747074,-117.149556
1667329652,"2022-11-01 19:07:32",46.747068,-117.149578
1667329653,"2022-11-01 19:07:33",46.747068,-117.149578
1667329656,"2022-11-01 19:07:36",46.747071,-117.149577
1667329659,"2022-11-01 19:07:39",46.747071,-117.149577
1667329662,"2022-11-01 19:07:42",46.747071,-117.149577
1667329665,"2022-11-01 19:07:45",46.747071,-117.149577
1667329669,"2022-11-01 19:07:49",46.747071,-117.149577
1667329672,"2022-11-01 19:07:52",46.747071,-117.149577
1667329677,"2022-11-01 19:07:57",46.747071,-117.149577
1667329679,"2022-11-01 19:07:59",46.747071,-117.149577
1667329684,"2022-11-01 19:08:04",46.747071,-117.149577
1667329687,"2022-11-01 19:08:07",46.747068,-117.149599
1667329691,"2022-11-01 19:08:11",46.747057,-117.149601
1667329696,"2022-11-01 19:08:16",46.747046,-117.149559
1667329701,"2022-11-01 19:08:21",46.747042,-117.14954
1667329702,"2022-11-01 19:08:22",46.747042,-117.14954
1667329703,"2022-11-01 19:08:23",46.747042,-117.14954
1667329706,"2022-11-01 19:08:26",46.747044,-117.149526
1667329709,"2022-11-01 19:08:29",46.747049,-117.149527
1667329710,"2022-11-01 19:08:30",46.747049,-117.149527
1667329715,"2022-11-01 19:08:35",46.747043,-117.149559
1667329718,"2022-11-01 19:08:38",46.747049,-117.149556
1667329725,"2022-11-01 19:08:45",46.747065,-117.149531
1667329727,"2022-11-01 19:08:47",46.747065,-117.149531
1667329732,"2022-11-01 19:08:52",46.747074,-117.149577
1667329746,"2022-11-01 19:09:06",46.747074,-117.149577
1667329776,"2022-11-01 19:09:36",46.74697,-117.149473
1667329821,"2022-11-01 19:10:21",46.747051,-117.149512
1667329826,"2022-11-01 19:10:26",46.747051,-117.149512
1667329827,"2022-11-01 19:10:27",46.747051,-117.149512
1667329828,"2022-11-01 19:10:28",46.747404,-117.148836
1667329830,"2022-11-01 19:10:30",46.747403,-117.149112
1667329833,"2022-11-01 19:10:33",46.747298,-117.149354
1667329841,"2022-11-01 19:10:41",46.747298,-117.149354
1667329846,"2022-11-01 19:10:46",46.747174,-117.149512
1667329853,"2022-11-01 19:10:53",46.747174,-117.149512
1667329855,"2022-11-01 19:10:55",46.747174,-117.149512
1667329859,"2022-11-01 19:10:59",46.747174,-117.149512
1667329866,"2022-11-01 19:11:06",46.74707,-117.149577
1667329868,"2022-11-01 19:11:08",46.74707,-117.149575
1667329873,"2022-11-01 19:11:13",46.747065,-117.149557
1667329876,"2022-11-01 19:11:16",46.747067,-117.149566
1667329879,"2022-11-01 19:11:19",46.747061,-117.149567
1667329887,"2022-11-01 19:11:27",46.747053,-117.149562
1667329893,"2022-11-01 19:11:33",46.74705,-117.149544
1667329897,"2022-11-01 19:11:37",46.747055,-117.149548
1667329901,"2022-11-01 19:11:41",46.747049,-117.149551
1667329903,"2022-11-01 19:11:43",46.74704,-117.149531
1667329908,"2022-11-01 19:11:48",46.747038,-117.149539
1667329913,"2022-11-01 19:11:53",46.747037,-117.149547
1667329916,"2022-11-01 19:11:56",46.747046,-117.149565
1667329919,"2022-11-01 19:11:59",46.747065,-117.149569
1667329924,"2022-11-01 19:12:04",46.747073,-117.149564
1667329926,"2022-11-01 19:12:06",46.747071,-117.149564
